==10880== NVPROF is profiling process 10880, command: python gpu-opt_flow.py
==10880== Warning: Unified Memory Profiling is not supported on the underlying platform. System requirements for unified memory can be found at: http://docs.nvidia.com/cuda/cuda-c-programming-guide/index.html#um-requirements
==10880== Execution timeout, stopping the application...
==10880== Profiling application: python gpu-opt_flow.py
==10880== Warning: 1 records have invalid timestamps due to insufficient device buffer space. You can configure the buffer space using the option --device-buffer-size.
==10880== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
7.67697s  111.51us            (10 30 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        89  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [5153]
7.67708s  109.22us            (10 30 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        90  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [5159]
7.67718s  675.38us            (2 240 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1        89  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [5155]
7.67785s  677.62us            (2 240 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1        90  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [5161]
7.67864s  579.28us            (10 30 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        89  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [5164]
7.67922s  3.2551ms            (2 240 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        89  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [5167]
7.68248s  165.68us            (10 30 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        89  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [5173]
7.68265s  584.65us            (10 30 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        89  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [5175]
7.68324s  3.2520ms            (2 240 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        89  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [5178]
7.68650s  163.60us            (10 30 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        89  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [5184]
7.68667s  580.90us            (10 30 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        89  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [5186]
7.68725s  3.2515ms            (2 240 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        89  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [5189]
7.69051s  163.86us            (10 30 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        89  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [5195]
7.69101s  434.91us            (20 60 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        89  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [5200]
7.69145s  427.92us            (20 60 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        90  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [5202]
7.69187s  127.50us             (5 60 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        89  void cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003603_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<float>, cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003603_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float, float>, cv::cudev::WithOutMask>, float, float, int, int) [5204]
7.69200s  124.69us             (5 60 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        90  void cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003603_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<float>, cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003603_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float, float>, cv::cudev::WithOutMask>, float, float, int, int) [5206]
7.70932s  1.3020us                    -               -         -         -         -        8B  5.8597MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
7.70945s  1.4537ms            (3 480 1)       (256 1 1)        32        0B  1.0078KB         -           -           -           -  NVIDIA Tegra X1         1        89  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [5221]
7.71090s  1.8625ms            (3 480 1)       (256 1 1)        32        0B  1.0078KB         -           -           -           -  NVIDIA Tegra X1         1        90  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [5226]
7.71275s  240.53us                    -               -         -         -         -  1.1719MB  4.7579GB/s      Device      Device  NVIDIA Tegra X1         1        89  [CUDA memcpy DtoD]
7.71299s  238.13us                    -               -         -         -         -  1.1719MB  4.8058GB/s      Device      Device  NVIDIA Tegra X1         1        90  [CUDA memcpy DtoD]
7.71323s  2.7320ms            (3 480 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1        89  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [5224]
7.71595s  2.7280ms            (3 480 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1        90  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [5229]
7.71906s  2.7810ms            (20 60 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        89  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [5232]
7.72185s  12.897ms            (3 480 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        89  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [5235]
7.73475s  836.58us            (20 60 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        89  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [5241]
7.73559s  2.7939ms            (20 60 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        89  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [5243]
7.73839s  12.894ms            (3 480 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        89  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [5246]
7.75129s  835.85us            (20 60 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        89  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [5252]
7.75213s  2.7721ms            (20 60 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        89  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [5254]
7.75490s  12.886ms            (3 480 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        89  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [5257]
7.76779s  835.80us            (20 60 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        89  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [5263]
7.77197s  406.47us            (20 60 1)        (32 8 1)        19        0B        0B         -           -           -           -  NVIDIA Tegra X1         1         7  void cv::cudev::grid_split_merge_detail::mergeC2<cv::cudev::GlobPtr<int>, cv::cudev::GlobPtr<int>, int2, cv::cudev::WithOutMask>(int, cv::cudev::GlobPtr<int>, cv::cudev::GlobPtr<cv::cudev::GlobPtr<int>>, int2, int, int) [5274]
7.77319s  1.0860ms                    -               -         -         -         -  2.3438MB  2.1075GB/s      Device    Pageable  NVIDIA Tegra X1         1         7  [CUDA memcpy DtoH]
7.82711s  52.970us                    -               -         -         -         -  300.00KB  5.4012GB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
7.82744s  51.564us                    -               -         -         -         -  300.00KB  5.5485GB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
7.83034s  118.54us             (5 60 1)        (32 8 1)        22        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        94  void cv::cudev::grid_transform_detail::transformSmart<int=4, unsigned char, float, cv::cudev::saturate_cast_func<unsigned char, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<unsigned char>, cv::cudev::grid_transform_detail::transformSmart<int=4, unsigned char, float, cv::cudev::saturate_cast_func<unsigned char, float, float>, cv::cudev::WithOutMask>, unsigned char, float, int, int) [5306]
7.83136s  116.67us             (5 60 1)        (32 8 1)        22        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        95  void cv::cudev::grid_transform_detail::transformSmart<int=4, unsigned char, float, cv::cudev::saturate_cast_func<unsigned char, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<unsigned char>, cv::cudev::grid_transform_detail::transformSmart<int=4, unsigned char, float, cv::cudev::saturate_cast_func<unsigned char, float, float>, cv::cudev::WithOutMask>, unsigned char, float, int, int) [5309]
7.83152s  1.0940us                    -               -         -         -         -       24B  20.922MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
7.83161s     468ns                    -               -         -         -         -       24B  48.906MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
7.83164s     364ns                    -               -         -         -         -       24B  62.880MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
7.83171s     417ns                    -               -         -         -         -        4B  9.1480MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
7.83178s     364ns                    -               -         -         -         -        4B  10.480MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
7.83182s     364ns                    -               -         -         -         -        4B  10.480MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
7.83188s     417ns                    -               -         -         -         -        4B  9.1480MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
7.83194s     468ns                    -               -         -         -         -       24B  48.906MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
7.83283s     833ns                    -               -         -         -         -  18.750KB  21.466GB/s      Device           -  NVIDIA Tegra X1         1        94  [CUDA memset]
